PassengerId,Survived
892,0.8666666666666667
893,0.8666666666666667
894,0.8666666666666667
895,0.8666666666666667
896,0.8666666666666667
897,0.8666666666666667
898,0.8666666666666667
899,0.8666666666666667
900,0.8666666666666667
901,0.8666666666666667
902,0.8666666666666667
903,0.8666666666666667
904,0.8666666666666667
905,0.8666666666666667
906,0.8666666666666667
907,0.8666666666666667
908,0.8666666666666667
909,0.8666666666666667
910,0.8666666666666667
911,0.8666666666666667
912,0.8666666666666667
913,0.8666666666666667
914,0.8666666666666667
915,0.8666666666666667
916,0.8666666666666667
917,0.8666666666666667
918,0.8666666666666667
919,0.8666666666666667
920,0.8666666666666667
921,0.8666666666666667
922,0.8666666666666667
923,0.8666666666666667
924,0.8666666666666667
925,0.8666666666666667
926,0.8666666666666667
927,0.8666666666666667
928,0.8666666666666667
929,0.8666666666666667
930,0.8666666666666667
931,0.8666666666666667
932,0.8666666666666667
933,0.8666666666666667
934,0.8666666666666667
935,0.8666666666666667
936,0.8666666666666667
937,0.8666666666666667
938,0.8666666666666667
939,0.8666666666666667
940,0.8666666666666667
941,0.8666666666666667
942,0.8666666666666667
943,0.8666666666666667
944,0.8666666666666667
945,0.8666666666666667
946,0.8666666666666667
947,0.8666666666666667
948,0.8666666666666667
949,0.8666666666666667
950,0.8666666666666667
951,0.8666666666666667
952,0.8666666666666667
953,0.8666666666666667
954,0.8666666666666667
955,0.8666666666666667
956,0.8666666666666667
957,0.8666666666666667
958,0.8666666666666667
959,0.8666666666666667
960,0.8666666666666667
961,0.8666666666666667
962,0.8666666666666667
963,0.8666666666666667
964,0.8666666666666667
965,0.8666666666666667
966,0.8666666666666667
967,0.8666666666666667
968,0.8666666666666667
969,0.8666666666666667
970,0.8666666666666667
971,0.8666666666666667
972,0.8666666666666667
973,0.8666666666666667
974,0.8666666666666667
975,0.8666666666666667
976,0.8666666666666667
977,0.8666666666666667
978,0.8666666666666667
979,0.8666666666666667
980,0.8666666666666667
981,0.8666666666666667
982,0.8666666666666667
983,0.8666666666666667
984,0.8666666666666667
985,0.8666666666666667
986,0.8666666666666667
987,0.8666666666666667
988,0.8666666666666667
989,0.8666666666666667
990,0.8666666666666667
991,0.8666666666666667
992,0.8666666666666667
993,0.8666666666666667
994,0.8666666666666667
995,0.8666666666666667
996,0.8666666666666667
997,0.8666666666666667
998,0.8666666666666667
999,0.8666666666666667
1000,0.8666666666666667
1001,0.8666666666666667
1002,0.8666666666666667
1003,0.8666666666666667
1004,0.8666666666666667
1005,0.8666666666666667
1006,0.8666666666666667
1007,0.8666666666666667
1008,0.8666666666666667
1009,0.8666666666666667
1010,0.8666666666666667
1011,0.8666666666666667
1012,0.8666666666666667
1013,0.8666666666666667
1014,0.8666666666666667
1015,0.8666666666666667
1016,0.8666666666666667
1017,0.8666666666666667
1018,0.8666666666666667
1019,0.8666666666666667
1020,0.8666666666666667
1021,0.8666666666666667
1022,0.8666666666666667
1023,0.8666666666666667
1024,0.8666666666666667
1025,0.8666666666666667
1026,0.8666666666666667
1027,0.8666666666666667
1028,0.8666666666666667
1029,0.8666666666666667
1030,0.8666666666666667
1031,0.8666666666666667
1032,0.8666666666666667
1033,0.8666666666666667
1034,0.8666666666666667
1035,0.8666666666666667
1036,0.8666666666666667
1037,0.8666666666666667
1038,0.8666666666666667
1039,0.8666666666666667
1040,0.8666666666666667
1041,0.8666666666666667
1042,0.8666666666666667
1043,0.8666666666666667
1044,0.8666666666666667
1045,0.8666666666666667
1046,0.8666666666666667
1047,0.8666666666666667
1048,0.8666666666666667
1049,0.8666666666666667
1050,0.8666666666666667
1051,0.8666666666666667
1052,0.8666666666666667
1053,0.8666666666666667
1054,0.8666666666666667
1055,0.8666666666666667
1056,0.8666666666666667
1057,0.8666666666666667
1058,0.8666666666666667
1059,0.8666666666666667
1060,0.8666666666666667
1061,0.8666666666666667
1062,0.8666666666666667
1063,0.8666666666666667
1064,0.8666666666666667
1065,0.8666666666666667
1066,0.8666666666666667
1067,0.8666666666666667
1068,0.8666666666666667
1069,0.8666666666666667
1070,0.8666666666666667
1071,0.8666666666666667
1072,0.8666666666666667
1073,0.8666666666666667
1074,0.8666666666666667
1075,0.8666666666666667
1076,0.8666666666666667
1077,0.8666666666666667
1078,0.8666666666666667
1079,0.8666666666666667
1080,0.8666666666666667
1081,0.8666666666666667
1082,0.8666666666666667
1083,0.8666666666666667
1084,0.8666666666666667
1085,0.8666666666666667
1086,0.8666666666666667
1087,0.8666666666666667
1088,0.8666666666666667
1089,0.8666666666666667
1090,0.8666666666666667
1091,0.8666666666666667
1092,0.8666666666666667
1093,0.8666666666666667
1094,0.8666666666666667
1095,0.8666666666666667
1096,0.8666666666666667
1097,0.8666666666666667
1098,0.8666666666666667
1099,0.8666666666666667
1100,0.8666666666666667
1101,0.8666666666666667
1102,0.8666666666666667
1103,0.8666666666666667
1104,0.8666666666666667
1105,0.8666666666666667
1106,0.8666666666666667
1107,0.8666666666666667
1108,0.8666666666666667
1109,0.8666666666666667
1110,0.8666666666666667
1111,0.8666666666666667
1112,0.8666666666666667
1113,0.8666666666666667
1114,0.8666666666666667
1115,0.8666666666666667
1116,0.8666666666666667
1117,0.8666666666666667
1118,0.8666666666666667
1119,0.8666666666666667
1120,0.8666666666666667
1121,0.8666666666666667
1122,0.8666666666666667
1123,0.8666666666666667
1124,0.8666666666666667
1125,0.8666666666666667
1126,0.8666666666666667
1127,0.8666666666666667
1128,0.8666666666666667
1129,0.8666666666666667
1130,0.8666666666666667
1131,0.8666666666666667
1132,0.8666666666666667
1133,0.8666666666666667
1134,0.8666666666666667
1135,0.8666666666666667
1136,0.8666666666666667
1137,0.8666666666666667
1138,0.8666666666666667
1139,0.8666666666666667
1140,0.8666666666666667
1141,0.8666666666666667
1142,0.8666666666666667
1143,0.8666666666666667
1144,0.8666666666666667
1145,0.8666666666666667
1146,0.8666666666666667
1147,0.8666666666666667
1148,0.8666666666666667
1149,0.8666666666666667
1150,0.8666666666666667
1151,0.8666666666666667
1152,0.8666666666666667
1153,0.8666666666666667
1154,0.8666666666666667
1155,0.8666666666666667
1156,0.8666666666666667
1157,0.8666666666666667
1158,0.8666666666666667
1159,0.8666666666666667
1160,0.8666666666666667
1161,0.8666666666666667
1162,0.8666666666666667
1163,0.8666666666666667
1164,0.8666666666666667
1165,0.8666666666666667
1166,0.8666666666666667
1167,0.8666666666666667
1168,0.8666666666666667
1169,0.8666666666666667
1170,0.8666666666666667
1171,0.8666666666666667
1172,0.8666666666666667
1173,0.8666666666666667
1174,0.8666666666666667
1175,0.8666666666666667
1176,0.8666666666666667
1177,0.8666666666666667
1178,0.8666666666666667
1179,0.8666666666666667
1180,0.8666666666666667
1181,0.8666666666666667
1182,0.8666666666666667
1183,0.8666666666666667
1184,0.8666666666666667
1185,0.8666666666666667
1186,0.8666666666666667
1187,0.8666666666666667
1188,0.8666666666666667
1189,0.8666666666666667
1190,0.8666666666666667
1191,0.8666666666666667
1192,0.8666666666666667
1193,0.8666666666666667
1194,0.8666666666666667
1195,0.8666666666666667
1196,0.8666666666666667
1197,0.8666666666666667
1198,0.8666666666666667
1199,0.8666666666666667
1200,0.8666666666666667
1201,0.8666666666666667
1202,0.8666666666666667
1203,0.8666666666666667
1204,0.8666666666666667
1205,0.8666666666666667
1206,0.8666666666666667
1207,0.8666666666666667
1208,0.8666666666666667
1209,0.8666666666666667
1210,0.8666666666666667
1211,0.8666666666666667
1212,0.8666666666666667
1213,0.8666666666666667
1214,0.8666666666666667
1215,0.8666666666666667
